PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,"800 Florida Ave NE, Washington, DC 20002",,,,,,,,,
Location:,"Lat, Lon: 38.89, -76.98",,,,,,,,,
Lat (deg N):,38.89,,,,,,,,,
Long (deg W):,76.98,,,,,,,,,
Elev (m):,22.44000053,,,,,,,,,
DC System Size (kW):,34,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.11,,,,,,,,,
Capacity Factor (%),"15.6	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,18,0,0,0,-9,4,0,-9,0,0
1,18,1,0,0,-9,3,0,-9,0,0
1,18,2,0,0,-10,2,0,-10,0,0
1,18,3,0,0,-11,2,0,-11,0,0
1,18,4,0,0,-11,2,0,-11,0,0
1,18,5,0,0,-12,2,0,-12,0,0
1,18,6,0,0,-12,2,0,-12,0,0
1,18,7,0,0,-11,2,0,-11,0,0
1,18,8,660,49,-9,2,308.884,-2.348,9219.146,8833.404
1,18,9,835,73,-7,1,551.657,10.552,16635.191,16011.234
1,18,10,922,85,-6,0,736.999,24.351,21309.992,20504.969
1,18,11,954,94,-5,0,844.851,29.884,23951.021,23033.139
1,18,12,959,96,-4,0,869.343,32.195,24399.18,23461.387
1,18,13,939,92,-4,1,809.383,23.937,23564.953,22664.043
1,18,14,884,83,-4,2,669.113,15.42,20052.66,19298.684
1,18,15,770,66,-4,2,458.962,9.254,13695.368,13173.038
1,18,16,506,37,-6,1,202.369,0.987,5682.757,5389.432
1,18,17,0,0,-7,1,0,-7,0,0
1,18,18,0,0,-7,2,0,-7,0,0
1,18,19,0,0,-8,2,0,-8,0,0
1,18,20,0,0,-8,2,0,-8,0,0
1,18,21,0,0,-8,2,0,-8,0,0
1,18,22,0,0,-8,2,0,-8,0,0
1,18,23,0,0,-8,2,0,-8,0,0
1,19,0,0,0,-8,2,0,-8,0,0
1,19,1,0,0,-8,2,0,-8,0,0
1,19,2,0,0,-7,2,0,-7,0,0
1,19,3,0,0,-7,2,0,-7,0,0
1,19,4,0,0,-6,2,0,-6,0,0
1,19,5,0,0,-6,2,0,-6,0,0
1,19,6,0,0,-6,2,0,-6,0,0
1,19,7,0,0,-5,2,0,-5,0,0
1,19,8,496,58,-4,3,261.208,0.641,7790.371,7443.614
1,19,9,726,78,-3,4,501.673,7.086,15384.847,14805.269
1,19,10,0,82,-2,5,78.093,-1.112,2561.288,2338.173
1,19,11,230,219,-2,5,419.36,4.907,13364.337,12852.858
1,19,12,0,156,-2,5,153.636,0.242,5010.401,4733.1
1,19,13,873,91,-1,5,762.103,12.76,23354.566,22462.838
1,19,14,831,80,-1,4,634.482,13.111,19221.072,18499.91
1,19,15,728,63,-1,3,437.623,9.767,13042.73,12541.68
1,19,16,466,37,-3,2,191.904,1.937,5396.742,5110.294
1,19,17,0,0,-4,2,0,-4,0,0
1,19,18,0,0,-4,2,0,-4,0,0
1,19,19,0,0,-4,2,0,-4,0,0
1,19,20,0,0,-4,3,0,-4,0,0
1,19,21,0,0,-4,3,0,-4,0,0
1,19,22,0,0,-4,3,0,-4,0,0
1,19,23,0,0,-4,3,0,-4,0,0
1,20,0,0,0,-4,3,0,-4,0,0
1,20,1,0,0,-5,3,0,-5,0,0
1,20,2,0,0,-5,3,0,-5,0,0
1,20,3,0,0,-5,3,0,-5,0,0
1,20,4,0,0,-5,3,0,-5,0,0
1,20,5,0,0,-4,3,0,-4,0,0
1,20,6,0,0,-4,3,0,-4,0,0
1,20,7,0,0,-3,3,0,-3,0,0
1,20,8,94,67,-1,4,111.276,-0.223,3500.602,3257.48
1,20,9,650,91,0,4,475.158,9.163,14469.068,13920.909
1,20,10,0,126,1,6,123.445,2.494,3987.635,3733.76
1,20,11,286,213,2,7,465.685,8.434,14611.12,14058.147
1,20,12,828,107,1,7,784.079,12.912,24081.574,23157.914
1,20,13,846,91,1,7,744.44,12.617,22832.92,21963.748
1,20,14,798,81,0,6,616.789,10.559,18907.047,18198.08
1,20,15,703,63,0,5,430.115,8.022,12935.976,12438.361
1,20,16,439,38,-1,4,186.092,2.417,5250.015,4967.06
1,20,17,0,0,-2,3,0,-2,0,0
1,20,18,0,0,-3,3,0,-3,0,0
1,20,19,0,0,-4,2,0,-4,0,0
1,20,20,0,0,-5,1,0,-5,0,0
1,20,21,0,0,-6,1,0,-6,0,0
1,20,22,0,0,-6,1,0,-6,0,0
1,20,23,0,0,-7,1,0,-7,0,0
1,21,0,0,0,-7,1,0,-7,0,0
1,21,1,0,0,-7,1,0,-7,0,0
1,21,2,0,0,-7,1,0,-7,0,0
1,21,3,0,0,-6,1,0,-6,0,0
1,21,4,0,0,-6,1,0,-6,0,0
1,21,5,0,0,-6,0,0,-6,0,0
1,21,6,0,0,-6,0,0,-6,0,0
1,21,7,0,0,-5,0,0,-5,0,0
1,21,8,0,37,-4,1,35.098,-5.698,1173.251,977.935
1,21,9,63,132,-4,1,175.009,-0.532,5681.364,5388.073
1,21,10,157,191,-3,2,320.645,4.57,10214.956,9800.724
1,21,11,153,227,-2,2,370.662,7.492,11691.626,11233.147
1,21,12,588,151,-2,3,652.032,13.281,20010.225,19257.941
1,21,13,509,177,-1,3,593.834,13.606,18171.035,17490.227
1,21,14,698,82,-1,4,558.663,11.071,17101.848,16460.889
1,21,15,689,79,-1,3,442.949,9.688,13263.918,12755.708
1,21,16,474,41,-3,3,200.787,1.397,5693.813,5400.221
1,21,17,0,0,-4,3,0,-4,0,0
1,21,18,0,0,-5,3,0,-5,0,0
1,21,19,0,0,-6,2,0,-6,0,0
1,21,20,0,0,-7,2,0,-7,0,0
1,21,21,0,0,-8,2,0,-8,0,0
1,21,22,0,0,-8,2,0,-8,0,0
1,21,23,0,0,-9,2,0,-9,0,0
1,22,0,0,0,-9,2,0,-9,0,0
1,22,1,0,0,-10,2,0,-10,0,0
1,22,2,0,0,-10,2,0,-10,0,0
1,22,3,0,0,-11,2,0,-11,0,0
1,22,4,0,0,-11,2,0,-11,0,0
1,22,5,0,0,-11,2,0,-11,0,0
1,22,6,0,0,-11,2,0,-11,0,0
1,22,7,0,0,-10,2,0,-10,0,0
1,22,8,626,47,-8,3,296.623,-2.432,8877.352,8501.14
1,22,9,794,67,-6,4,526.689,4.729,16305.365,15693.281
1,22,10,871,79,-5,5,701.349,8.19,21829.842,21003.205
1,22,11,909,84,-4,5,806.678,11.54,24898.75,23938.508
1,22,12,921,85,-3,5,835.842,13.282,25629.414,24635.844
1,22,13,896,84,-3,5,778.035,12.201,23912.877,22996.678
1,22,14,847,75,-3,5,646.055,9.524,19901.602,19153.645
1,22,15,728,64,-4,5,444.882,4.356,13608.748,13089.27
1,22,16,121,47,-5,4,95.905,-3.58,2964.989,2733.394
1,22,17,0,0,-6,4,0,-6,0,0
1,22,18,0,0,-7,3,0,-7,0,0
1,22,19,0,0,-7,3,0,-7,0,0
1,22,20,0,0,-7,3,0,-7,0,0
1,22,21,0,0,-8,3,0,-8,0,0
1,22,22,0,0,-8,3,0,-8,0,0
1,22,23,0,0,-8,3,0,-8,0,0
1,23,0,0,0,-8,3,0,-8,0,0
1,23,1,0,0,-8,3,0,-8,0,0
1,23,2,0,0,-8,3,0,-8,0,0
1,23,3,0,0,-9,3,0,-9,0,0
1,23,4,0,0,-9,3,0,-9,0,0
1,23,5,0,0,-9,3,0,-9,0,0
1,23,6,0,0,-10,3,0,-10,0,0
1,23,7,0,0,-10,4,0,-10,0,0
1,23,8,586,53,-9,5,291.538,-4.75,8854.942,8479.351
1,23,9,796,71,-9,6,533.317,-0.536,16893.314,16259.983
1,23,10,890,80,-8,6,717.141,4.025,22730.137,21865.373
1,23,11,939,83,-8,6,824.868,6.165,26066.592,25052.801
1,23,12,951,83,-8,6,853.498,6.811,26926.973,25872.777
1,23,13,931,82,-7,6,804.238,6.984,25293.223,24315.059
1,23,14,870,77,-7,7,665.624,3.33,21068.121,20273.051
1,23,15,264,107,-8,7,257.079,-4.371,8305.742,7945.181
1,23,16,19,46,-8,7,54.771,-8.049,1814.708,1606.807
1,23,17,0,0,-9,7,0,-9,0,0
1,23,18,0,0,-9,7,0,-9,0,0
1,23,19,0,0,-9,6,0,-9,0,0
1,23,20,0,0,-9,6,0,-9,0,0
1,23,21,0,0,-9,6,0,-9,0,0
1,23,22,0,0,-9,7,0,-9,0,0
1,23,23,0,0,-10,7,0,-10,0,0
1,24,0,0,0,-10,7,0,-10,0,0
1,24,1,0,0,-10,6,0,-10,0,0
1,24,2,0,0,-10,6,0,-10,0,0
1,24,3,0,0,-10,6,0,-10,0,0
1,24,4,0,0,-11,6,0,-11,0,0
1,24,5,0,0,-11,6,0,-11,0,0
1,24,6,0,0,-11,6,0,-11,0,0
1,24,7,0,0,-10,6,0,-10,0,0
1,24,8,724,40,-8,6,327.456,-3.552,9805.31,9402.929
1,24,9,882,55,-6,6,560.474,2.997,17463.65,16809.348
1,24,10,941,67,-4,6,733.841,8.366,22821.867,21953.17
1,24,11,966,74,-2,6,836.975,12.417,25736.205,24737.715
1,24,12,967,76,-1,6,860.163,13.963,26298.807,25274.189
1,24,13,942,75,0,5,801.284,15.692,24250.693,23319.523
1,24,14,886,71,0,5,671.561,13.061,20376.564,19609.604
1,24,15,774,61,-1,4,468.817,9.251,14050.643,13516.533
1,24,16,549,37,-3,3,220.965,1.977,6221.793,5915.266
1,24,17,0,0,-4,3,0,-4,0,0
1,24,18,0,0,-5,3,0,-5,0,0
1,24,19,0,0,-5,2,0,-5,0,0
1,24,20,0,0,-6,2,0,-6,0,0
1,24,21,0,0,-7,2,0,-7,0,0
1,24,22,0,0,-8,2,0,-8,0,0
1,24,23,0,0,-8,2,0,-8,0,0
1,25,0,0,0,-9,1,0,-9,0,0
1,25,1,0,0,-10,1,0,-10,0,0
1,25,2,0,0,-10,1,0,-10,0,0
1,25,3,0,0,-10,1,0,-10,0,0
1,25,4,0,0,-11,1,0,-11,0,0
1,25,5,0,0,-11,1,0,-11,0,0
1,25,6,0,0,-10,1,0,-10,0,0
1,25,7,0,0,-9,1,0,-9,0,0
1,25,8,610,48,-6,2,296.351,0.254,8801.518,8427.402
1,25,9,790,65,-4,2,525.774,9.732,15941.5,15342.376
1,25,10,881,72,-2,2,704.982,17.3,21080.986,20285.387
1,25,11,915,77,0,2,803.451,22.399,23615.918,22712.775
1,25,12,919,80,0,3,829.399,20.587,24612.586,23665.236
1,25,13,895,79,0,3,778.712,19.457,23175.686,22291.727
1,25,14,845,72,0,2,648.436,18.574,19201.752,18481.344
1,25,15,746,60,0,1,455.8,15.965,13272.237,12763.757
1,25,16,516,38,-1,1,215.946,6.296,6009.089,5707.81
1,25,17,0,0,-3,1,0,-3,0,0
1,25,18,0,0,-3,2,0,-3,0,0
1,25,19,0,0,-4,2,0,-4,0,0
1,25,20,0,0,-4,2,0,-4,0,0
1,25,21,0,0,-5,1,0,-5,0,0
1,25,22,0,0,-5,1,0,-5,0,0
1,25,23,0,0,-6,1,0,-6,0,0
1,26,0,0,0,-6,1,0,-6,0,0
1,26,1,0,0,-7,1,0,-7,0,0
1,26,2,0,0,-7,1,0,-7,0,0
1,26,3,0,0,-7,1,0,-7,0,0
1,26,4,0,0,-7,1,0,-7,0,0
1,26,5,0,0,-7,1,0,-7,0,0
1,26,6,0,0,-7,1,0,-7,0,0
1,26,7,0,10,-6,1,9.466,-8.625,320.245,140.966
1,26,8,241,68,-4,1,178.314,-0.578,5494.666,5205.874
1,26,9,433,111,-2,1,378.992,9.12,11614.373,11158.269
1,26,10,63,191,0,1,246.494,7.843,7762.422,7416.406
1,26,11,136,236,1,1,368.451,12.069,11395.974,10946.545
1,26,12,301,230,2,1,506.122,18.027,15231.344,14657.096
1,26,13,103,225,2,1,318.218,12.812,9809.379,9406.882
1,26,14,254,175,2,1,369.74,13.467,11292.088,10845.816
1,26,15,21,112,1,1,123.09,4.66,3921.766,3669.36
1,26,16,72,54,0,1,84.818,0.869,2637.68,2412.974
1,26,17,0,0,0,1,0,0,0,0
1,26,18,0,0,0,2,0,0,0,0
1,26,19,0,0,0,2,0,0,0,0
1,26,20,0,0,-1,3,0,-1,0,0
1,26,21,0,0,-1,4,0,-1,0,0
1,26,22,0,0,-2,5,0,-2,0,0
1,26,23,0,0,-3,6,0,-3,0,0
1,27,0,0,0,-4,5,0,-4,0,0
1,27,1,0,0,-5,5,0,-5,0,0
1,27,2,0,0,-6,5,0,-6,0,0
1,27,3,0,0,-7,5,0,-7,0,0
1,27,4,0,0,-7,5,0,-7,0,0
1,27,5,0,0,-8,5,0,-8,0,0
1,27,6,0,0,-9,5,0,-9,0,0
1,27,7,179,12,-9,5,56.889,-9.384,1550.784,1348.115
1,27,8,675,47,-8,5,318.963,-3.113,9589.207,9193.005
1,27,9,844,65,-8,6,558.623,0.948,17596.66,16937.416
1,27,10,933,71,-7,6,738.777,5.442,23285.031,22396.326
1,27,11,969,75,-6,6,847.328,8.594,26508.197,25473.77
1,27,12,976,76,-5,5,874.923,12.116,26981.916,25925.113
1,27,13,961,74,-5,5,822.318,11.134,25411.957,24428.367
1,27,14,918,67,-5,4,691.091,10.516,21223.094,20421.652
1,27,15,825,56,-5,4,495.715,5.905,15095.132,14525.593
1,27,16,609,37,-7,3,244.703,-1.301,7005.425,6679.136
1,27,17,0,0,-8,2,0,-8,0,0
1,27,18,0,0,-9,2,0,-9,0,0
1,27,19,0,0,-10,1,0,-10,0,0
1,27,20,0,0,-10,1,0,-10,0,0
1,27,21,0,0,-11,1,0,-11,0,0
1,27,22,0,0,-11,1,0,-11,0,0
1,27,23,0,0,-11,1,0,-11,0,0
1,28,0,0,0,-11,0,0,-11,0,0
1,28,1,0,0,-10,0,0,-10,0,0
1,28,2,0,0,-10,0,0,-10,0,0
1,28,3,0,0,-10,0,0,-10,0,0
1,28,4,0,0,-10,0,0,-10,0,0
1,28,5,0,0,-11,1,0,-11,0,0
1,28,6,0,0,-11,1,0,-11,0,0
1,28,7,126,12,-10,2,45.69,-11.019,1291.565,1093.96
1,28,8,589,49,-7,2,291.699,-0.689,8725.054,8353.046
1,28,9,761,68,-5,3,516.922,6.85,15894.998,15297.519
1,28,10,821,84,-3,3,682.65,13.446,20790.352,20006.635
1,28,11,839,96,-1,3,778.84,18.116,23363.924,22471.787
1,28,12,840,99,0,3,801.695,19.869,23883.658,22968.748
1,28,13,314,214,0,2,486.506,14.331,14869.628,14307.839
1,28,14,86,184,0,2,252.418,6.78,7973.498,7621.869
1,28,15,33,118,0,1,141.079,3.588,4508.71,4243.043
1,28,16,0,39,-1,1,37.479,-1.691,1232.228,1035.773
1,28,17,0,0,-2,1,0,-2,0,0
1,28,18,0,0,-3,1,0,-3,0,0
1,28,19,0,0,-3,1,0,-3,0,0
1,28,20,0,0,-3,1,0,-3,0,0
1,28,21,0,0,-3,1,0,-3,0,0
1,28,22,0,0,-3,1,0,-3,0,0
1,28,23,0,0,-3,1,0,-3,0,0
1,29,0,0,0,-2,1,0,-2,0,0
1,29,1,0,0,-2,1,0,-2,0,0
1,29,2,0,0,-2,0,0,-2,0,0
1,29,3,0,0,-2,0,0,-2,0,0
1,29,4,0,0,-2,0,0,-2,0,0
1,29,5,0,0,-2,0,0,-2,0,0
1,29,6,0,0,-2,0,0,-2,0,0
1,29,7,0,1,-1,0,0.944,-5.648,31.562,0
1,29,8,0,41,0,1,38.9,-1.515,1277.979,1080.638
1,29,9,0,34,0,1,32.235,-1.509,1059.009,865.886
1,29,10,0,113,0,1,109.283,1.16,3550.189,3305.984
1,29,11,20,200,0,1,215.656,5.277,6880.833,6557.73
1,29,12,0,109,1,1,104.557,3.112,3368.631,3128.378
1,29,13,0,141,0,1,137.552,2.585,4441.604,4177.473
1,29,14,0,136,0,1,133.796,2.652,4319.079,4057.737
1,29,15,9,113,0,1,117.502,2.067,3795.133,3545.539
1,29,16,0,50,0,1,49.606,-0.406,1622.17,1418.093
1,29,17,0,0,0,1,0,0,0,0
1,29,18,0,0,-1,1,0,-1,0,0
1,29,19,0,0,-1,1,0,-1,0,0
1,29,20,0,0,-2,1,0,-2,0,0
1,29,21,0,0,-2,1,0,-2,0,0
1,29,22,0,0,-2,1,0,-2,0,0
1,29,23,0,0,-2,2,0,-2,0,0
1,30,0,0,0,-2,2,0,-2,0,0
1,30,1,0,0,-2,2,0,-2,0,0
1,30,2,0,0,-2,2,0,-2,0,0
1,30,3,0,0,-2,2,0,-2,0,0
1,30,4,0,0,-3,2,0,-3,0,0
1,30,5,0,0,-3,2,0,-3,0,0
1,30,6,0,0,-4,2,0,-4,0,0
1,30,7,0,8,-3,2,7.568,-5.099,252.372,74.335
1,30,8,30,75,-2,3,90.483,-1.662,2932.703,2701.792
1,30,9,154,147,0,3,249.881,4.595,7900.819,7551.129
1,30,10,99,204,0,3,286.418,5.956,9087.665,8705.604
1,30,11,136,243,0,3,376.784,8.293,11851.132,11387.731
1,30,12,39,227,0,2,271.343,6.9,8596.301,8227.829
1,30,13,0,139,0,2,135.396,2.67,4370.398,4107.89
1,30,14,0,121,0,2,117.878,1.645,3821.539,3571.36
1,30,15,17,117,0,2,125.887,1.807,4064.548,3808.951
1,30,16,0,47,0,2,46.014,-0.462,1505.055,1303.285
1,30,17,0,0,-1,2,0,-1,0,0
1,30,18,0,0,-1,2,0,-1,0,0
1,30,19,0,0,-1,2,0,-1,0,0
1,30,20,0,0,-1,2,0,-1,0,0
1,30,21,0,0,-1,2,0,-1,0,0
1,30,22,0,0,-1,2,0,-1,0,0
1,30,23,0,0,-1,2,0,-1,0,0
1,31,0,0,0,-1,2,0,-1,0,0
1,31,1,0,0,-2,2,0,-2,0,0
1,31,2,0,0,-2,2,0,-2,0,0
1,31,3,0,0,-2,2,0,-2,0,0
1,31,4,0,0,-2,2,0,-2,0,0
1,31,5,0,0,-2,2,0,-2,0,0
1,31,6,0,0,-2,2,0,-2,0,0
1,31,7,0,2,-1,2,1.889,-3.244,62.516,0
1,31,8,0,11,0,3,10.408,-1.702,342.201,162.519
1,31,9,0,32,0,3,30.337,-1.171,995.221,803.317
1,31,10,0,94,1,2,89.895,1.437,2916.919,2686.343
1,31,11,0,118,1,2,113.684,2.351,3674.552,3427.62
1,31,12,0,115,2,2,110.54,3.356,3557.678,3313.31
1,31,13,0,114,2,2,109.726,3.321,3532.001,3288.194
1,31,14,0,92,1,1,88.054,1.901,2851.579,2622.385
1,31,15,0,67,1,1,63.802,0.918,2074.805,1861.672
1,31,16,0,16,1,2,15.146,-0.588,495.658,313.146
1,31,17,0,0,0,2,0,0,0,0
1,31,18,0,0,0,2,0,0,0,0
1,31,19,0,0,2,3,0,2,0,0
1,31,20,0,0,0,3,0,0,0,0
1,31,21,0,0,0,2,0,0,0,0
1,31,22,0,0,0,2,0,0,0,0
1,31,23,0,0,0,2,0,0,0,0
2,1,0,0,0,0,2,0,0,0,0
2,1,1,0,0,0,2,0,0,0,0
2,1,2,0,0,-1,2,0,-1,0,0
2,1,3,0,0,-1,2,0,-1,0,0
2,1,4,0,0,-1,1,0,-1,0,0
2,1,5,0,0,-2,1,0,-2,0,0
2,1,6,0,0,-1,1,0,-1,0,0
2,1,7,0,9,0,1,8.516,-2.58,281.03,102.469
2,1,8,0,50,2,2,47.77,1.147,1551.944,1349.252
2,1,9,81,150,4,2,204.753,7.782,6415.207,6103.864
2,1,10,809,95,5,1,694.124,25.845,19992.373,19240.803
2,1,11,439,204,6,1,592.656,26.04,17171.633,16528.111
2,1,12,511,193,6,1,649.441,27.262,18717.391,18015.736
2,1,13,494,183,6,1,603.82,26.167,17468.156,16813.688
2,1,14,57,187,6,1,235.964,14.585,7211.741,6880.137
2,1,15,0,101,5,0,99.216,9.076,3115.31,2880.511
2,1,16,0,43,4,0,41.352,3.185,1331.856,1133.469
2,1,17,0,0,3,0,0,3,0,0
2,1,18,0,0,3,1,0,3,0,0
2,1,19,0,0,3,1,0,3,0,0
2,1,20,0,0,2,2,0,2,0,0
2,1,21,0,0,1,1,0,1,0,0
2,1,22,0,0,1,1,0,1,0,0
2,1,23,0,0,1,1,0,1,0,0
2,2,0,0,0,0,1,0,0,0,0
2,2,1,0,0,0,1,0,0,0,0
2,2,2,0,0,0,1,0,0,0,0
2,2,3,0,0,0,1,0,0,0,0
2,2,4,0,0,0,1,0,0,0,0
2,2,5,0,0,0,1,0,0,0,0
2,2,6,0,0,0,1,0,0,0,0
2,2,7,117,17,0,1,48.521,-1.171,1351.485,1152.717
2,2,8,522,63,2,2,285.276,8.05,8312.44,7951.698
2,2,9,715,83,5,1,517.499,20.845,14999.092,14432.859
2,2,10,800,95,7,1,689.723,29.053,19569.469,18834.65
2,2,11,838,101,9,2,794.688,30.672,22492.732,21638.109
2,2,12,836,106,10,2,818.183,32.551,22971.297,22096.17
2,2,13,446,198,11,3,584.677,25.492,16974.967,16338.654
2,2,14,616,117,10,2,566.751,25.394,16335.479,15722.316
2,2,15,631,73,9,2,428.699,20.709,12321.799,11843.713
2,2,16,109,66,7,2,110.87,9.562,3305.715,3066.824
2,2,17,0,0,6,2,0,6,0,0
2,2,18,0,0,5,3,0,5,0,0
2,2,19,0,0,5,3,0,5,0,0
2,2,20,0,0,5,3,0,5,0,0
2,2,21,0,0,5,2,0,5,0,0
2,2,22,0,0,5,2,0,5,0,0
2,2,23,0,0,5,2,0,5,0,0
2,3,0,0,0,6,3,0,6,0,0
2,3,1,0,0,6,4,0,6,0,0
2,3,2,0,0,7,4,0,7,0,0
2,3,3,0,0,9,4,0,9,0,0
2,3,4,0,0,9,4,0,9,0,0
2,3,5,0,0,9,4,0,9,0,0
2,3,6,0,0,10,4,0,10,0,0
2,3,7,0,15,10,4,14.213,8.686,447.037,265.424
2,3,8,0,73,11,4,72.365,11.032,2252.775,2036.021
2,3,9,465,117,12,5,409.97,18.785,12057.763,11587.945
2,3,10,313,199,13,5,451.471,21.16,13348.844,12837.87
2,3,11,573,168,14,4,660.842,27.892,18972.865,18261.352
2,3,12,642,153,14,4,719.066,29.565,20493.42,19721.746
2,3,13,602,153,15,3,661.121,30.929,18691.072,17990.43
2,3,14,412,173,15,2,488.106,28.455,13904.381,13375.138
2,3,15,724,71,14,1,477.319,29.28,13169.229,12664.092
2,3,16,511,48,12,1,236.724,19.841,6335.814,6026.453
2,3,17,0,0,12,0,0,12,0,0
2,3,18,0,0,11,0,0,11,0,0
2,3,19,0,0,10,0,0,10,0,0
2,3,20,0,0,9,1,0,9,0,0
2,3,21,0,0,7,1,0,7,0,0
2,3,22,0,0,6,1,0,6,0,0
2,3,23,0,0,6,2,0,6,0,0
2,4,0,0,0,6,2,0,6,0,0
2,4,1,0,0,6,2,0,6,0,0
2,4,2,0,0,5,2,0,5,0,0
2,4,3,0,0,5,3,0,5,0,0
2,4,4,0,0,5,3,0,5,0,0
2,4,5,0,0,5,3,0,5,0,0
2,4,6,0,0,5,4,0,5,0,0
2,4,7,0,5,5,4,4.726,3.419,152.078,0
2,4,8,0,34,6,5,32.234,5.187,1029.335,836.78
2,4,9,0,44,7,5,41.741,6.429,1325.792,1127.523
2,4,10,0,75,8,5,71.269,8.037,2247.96,2031.304
2,4,11,0,102,8,5,97.501,8.604,3067.763,2833.98
2,4,12,0,50,9,5,47.491,8.67,1493.829,1292.279
2,4,13,0,55,9,4,52.239,8.631,1643.44,1438.943
2,4,14,0,39,10,4,37.003,9.312,1160.651,965.577
2,4,15,0,39,10,4,36.984,9.278,1160.256,965.19
2,4,16,0,33,10,4,31.292,9.15,982.239,790.582
2,4,17,0,0,10,4,0,10,0,0
2,4,18,0,0,11,4,0,11,0,0
2,4,19,0,0,12,4,0,12,0,0
2,4,20,0,0,11,5,0,11,0,0
2,4,21,0,0,7,5,0,7,0,0
2,4,22,0,0,4,4,0,4,0,0
2,4,23,0,0,3,3,0,3,0,0
2,5,0,0,0,2,2,0,2,0,0
2,5,1,0,0,1,2,0,1,0,0
2,5,2,0,0,1,2,0,1,0,0
2,5,3,0,0,1,2,0,1,0,0
2,5,4,0,0,0,2,0,0,0,0
2,5,5,0,0,0,3,0,0,0,0
2,5,6,0,0,0,3,0,0,0,0
2,5,7,0,11,2,3,10.412,0.314,339.467,159.835
2,5,8,0,74,3,4,73.111,2.963,2356.975,2138.084
2,5,9,0,108,4,4,105.292,4.832,3367.439,3127.213
2,5,10,17,183,5,5,194.588,7.553,6146.268,5841.609
2,5,11,122,258,6,5,383.312,12.422,11844.478,11381.283
2,5,12,0,165,6,5,161.446,8.372,5084.864,4805.813
2,5,13,0,164,6,5,160.876,7.989,5075.364,4796.537
2,5,14,8,164,5,5,168.137,7.125,5321.878,5037.215
2,5,15,307,128,4,5,311.205,8.95,9552.986,9157.814
2,5,16,0,52,3,4,50.577,3.127,1629.384,1425.165
2,5,17,0,0,1,4,0,1,0,0
2,5,18,0,0,1,4,0,1,0,0
2,5,19,0,0,0,4,0,0,0,0
2,5,20,0,0,0,4,0,0,0,0
2,5,21,0,0,0,4,0,0,0,0
2,5,22,0,0,0,4,0,0,0,0
2,5,23,0,0,0,4,0,0,0,0
2,6,0,0,0,-1,4,0,-1,0,0
2,6,1,0,0,-1,4,0,-1,0,0
2,6,2,0,0,-1,4,0,-1,0,0
2,6,3,0,0,-2,3,0,-2,0,0
2,6,4,0,0,-2,3,0,-2,0,0
2,6,5,0,0,-2,3,0,-2,0,0
2,6,6,0,0,-2,3,0,-2,0,0
2,6,7,242,21,-1,4,81.388,-0.896,2170.166,1955.097
2,6,8,631,61,0,5,330.449,5.167,9737.078,9336.654
2,6,9,781,83,1,6,562.195,10.055,17125.143,16483.33
2,6,10,894,84,3,6,753.16,15.734,22744.965,21879.566
2,6,11,944,83,4,6,862.447,18.911,25805.291,24803.611
2,6,12,952,83,5,6,890.985,20.559,26484.609,25451.289
2,6,13,937,81,5,6,839.573,19.694,25011.195,24045.861
2,6,14,902,73,6,5,713.479,19.946,21073.813,20278.51
2,6,15,824,61,5,4,523.649,16.542,15331.796,14754.063
2,6,16,642,44,2,3,279.158,8.524,7820.174,7472.627
2,6,17,0,0,0,3,0,0,0,0
2,6,18,0,0,0,3,0,0,0,0
2,6,19,0,0,0,3,0,0,0,0
2,6,20,0,0,0,3,0,0,0,0
2,6,21,0,0,0,3,0,0,0,0
2,6,22,0,0,-1,3,0,-1,0,0
2,6,23,0,0,-1,3,0,-1,0,0
2,7,0,0,0,-1,3,0,-1,0,0
2,7,1,0,0,-2,2,0,-2,0,0
2,7,2,0,0,-2,2,0,-2,0,0
2,7,3,0,0,-3,2,0,-3,0,0
2,7,4,0,0,-3,2,0,-3,0,0
2,7,5,0,0,-3,2,0,-3,0,0
2,7,6,0,0,-2,2,0,-2,0,0
2,7,7,300,20,-1,2,92.478,-0.619,2411.603,2191.587
2,7,8,684,53,0,3,342.12,6.895,9973.285,9566.066
2,7,9,826,71,1,4,574.549,12.869,17275.439,16628.096
2,7,10,894,81,2,3,752.068,20.085,22270.941,21425.736
2,7,11,928,87,3,3,856.915,23.973,25050.99,24083.852
2,7,12,936,89,4,3,887.546,25.909,25736.418,24737.918
2,7,13,922,87,4,4,837.497,22.793,24599.848,23653.07
2,7,14,879,81,4,3,713.996,21.796,20921.949,20132.863
2,7,15,788,71,3,2,517.59,17.754,15096.845,14527.246
2,7,16,600,50,1,2,274.628,8.497,7748.26,7402.619
